Cheat,NTX,NTY,NTZ,LCX,LCY,LCZ,RCX,RCY,RCZ,MEX,MEY,MEZ,Faces,Dir,NotVis,Vis ,VisCount,FirstObj,SecondObj,Tob
1,378.229,299.182,-11.4918,428.731,300.866,-30.707,322.095,303.158,0.660479,375.356,240.677,-2.35355,1,1,31:52.0,00:00.0,1,1,0,0
1,369.503,296.946,-11.6759,427.581,299.956,-32.2467,316.842,298.957,-2.95759,373.009,237.819,0.527702,1,1,31:52.0,00:00.0,1,1,0,0
1,371.425,300.189,-13.0708,427.842,301.012,-31.0993,317.842,298.583,-1.72679,374.791,239.263,0.198521,1,1,31:52.0,00:00.0,1,1,0,0
1,373.831,298.884,-12.4649,428.75,301.259,-31.4283,321.016,299.822,-1.61202,376.343,240.82,-0.0667535,1,1,31:52.0,00:00.0,1,1,0,0
1,374.251,300.496,-13.0619,430.115,301.659,-31.8846,321.086,300.087,-1.78301,376.709,241.998,0.195888,1,1,31:52.0,00:00.0,1,1,0,0
1,372.372,301.215,-12.7739,429.252,302.689,-31.6831,320.218,301.278,-2.47067,375.328,242.737,0.742043,1,1,31:52.0,00:00.0,1,1,0,0
1,342.796,288.299,-10.5893,404.352,288.909,-31.0668,297.96,293.719,-6.31789,344.665,230.931,3.40178,1,1,31:52.0,00:00.0,1,1,0,0
1,373.061,293.35,-9.66971,424.034,295.947,-30.9381,319.65,302.275,-0.638766,368.943,236.149,-1.97577,1,1,31:52.0,00:00.0,1,1,0,0
1,354.603,291.258,-8.39503,402.632,297.614,-29.902,300.058,299.105,0.79568,352.055,236.22,-3.71515,1,1,31:52.0,36:45.0,2,1,0,0
1,350.443,291.12,-9.01602,398.911,297.383,-30.9862,296.842,299.186,0.483541,347.316,238.363,-3.37661,1,1,31:52.0,36:45.0,2,1,0,0
1,382.972,297.263,-11.4226,432.681,299.485,-31.5224,335.793,300.202,-2.38103,383.327,243.558,-0.600771,1,1,42:40.0,42:41.0,10,1,0,0
1,390.621,253.57,0.0923574,433.405,271.33,-31.2131,339.769,272.281,-0.14777,386.732,210.542,-7.07719,1,1,42:40.0,42:41.0,10,1,2,0
1,373.846,224.06,4.68613,417.957,245.401,-28.7373,330.939,250.509,-3.19151,370.717,191.733,-4.9754,1,1,42:40.0,42:41.0,10,1,2,0
1,384.502,291.451,-7.71792,421.943,298.13,-30.4625,333.001,295.259,2.81908,382.712,244.773,-6.74749,1,1,42:40.0,42:41.0,10,2,1,0
1,384.77,292.252,-8.99782,421.695,298.312,-31.6762,332.597,295.916,3.34837,383.458,244.648,-6.83342,1,1,42:40.0,42:41.0,10,2,1,0
1,358.795,287.664,-7.76885,407.549,291.71,-31.9488,315.002,297.624,-3.2873,356.746,239.978,-0.73802,1,1,42:40.0,42:41.0,10,1,0,0
1,358.545,258.915,-2.401,386.147,259.947,-30.1007,313.071,295.453,11.3413,332.789,232.511,-18.1783,1,1,42:40.0,42:41.0,10,1,0,0
1,322.42,279.824,-4.52505,373.305,280.568,-26.6211,281.313,296.02,-4.02043,316.412,233.829,-0.222056,1,1,00:00.0,00:00.0,0,1,0,0
1,326.59,283.024,-11.3463,383.702,283.965,-26.0387,294.294,282.53,-8.28519,332.79,230.368,6.46754,1,1,00:00.0,00:00.0,0,1,0,0
1,402.061,172.334,-10.9873,449.691,163.861,-22.5009,343.986,178.889,2.25638,392.522,125.349,-3.46259,1,1,00:00.0,00:00.0,0,1,0,0
1,372.65,279.828,-7.34766,423.901,282.509,-28.6879,319.669,288.721,-0.844354,368.865,224.336,-2.83209,1,1,00:00.0,00:00.0,0,1,0,0
1,372.905,272.646,-11.7968,427.605,272.91,-28.8132,328.063,279.046,-2.93746,372.247,218.253,1.9257,1,1,07:08.0,07:09.0,6,1,0,0
1,365.893,298.906,-9.90523,414.172,299.792,-32.2337,317.862,312.967,-0.944208,358.473,244.757,-1.71346,1,1,11:44.0,11:45.0,10,1,0,0
1,369.104,296.495,-9.04249,417.613,298.561,-30.9234,320.563,310.492,-0.662959,362.18,241.899,-2.07643,1,1,11:44.0,11:45.0,10,1,0,0
1,362.74,299.324,-9.71866,412.256,300.17,-30.9622,315.206,313.186,-1.30247,356.651,244.303,-1.12581,1,1,11:44.0,11:45.0,10,1,0,0
1,364.286,299.384,-10.8147,413.974,298.236,-31.1138,316.68,312.976,-0.864402,356.423,244.928,-1.10567,1,1,11:44.0,11:45.0,10,1,0,0
1,355.618,298.286,-9.05962,406.208,298.901,-30.677,310.175,312.4,-2.15285,349.893,244.659,-0.553997,1,1,11:44.0,11:45.0,10,1,0,0
1,339.262,282.035,-8.77838,369.387,279.213,-25.0171,287.41,296.214,6.36544,323.883,234.925,-8.16387,1,1,11:44.0,11:45.0,10,1,0,0
1,398.964,301.773,-9.33445,446.665,307.666,-28.3059,344.411,303.465,1.26479,399.611,240.391,-3.76885,1,1,11:44.0,11:45.0,10,1,0,0
1,333.774,277.891,-1.80413,377.158,282.087,-24.5827,308.839,292.546,-8.47677,334.225,243.143,3.60489,1,1,11:44.0,11:45.0,10,1,0,0
1,395.683,294.343,-13.0834,431.759,299.552,-32.7244,343.313,294.039,5.18209,395.527,243.342,-6.8979,1,1,11:44.0,11:45.0,10,2,1,0
1,393.907,294.8,-12.1277,430.91,297.855,-30.9386,339.819,295.66,4.98746,391.872,242.569,-6.75967,1,1,11:44.0,11:45.0,10,2,1,0
1,399.089,295.49,-12.3994,435.611,298.528,-30.8948,343.919,295.68,4.99319,397.712,241.43,-7.2416,1,1,11:44.0,11:45.0,10,2,1,0
1,400.366,291.357,-11.0911,436.59,296.576,-30.4757,347.071,292.662,4.5424,399.613,240.065,-6.98753,1,1,11:44.0,11:45.0,10,2,1,0
1,376.968,301.377,-12.8102,421.219,302.352,-31.3408,327.301,303.214,1.22309,374.631,244.244,-3.00671,1,1,11:44.0,11:45.0,10,1,0,0
1,340.388,283.066,-6.18131,393.56,283.766,-28.8633,297.92,298.625,-4.82221,334.6,233.079,1.00985,1,1,16:39.0,16:51.0,12,1,0,0
1,377.477,287.155,-6.61077,438.522,285.496,-34.2529,329.166,304.439,-5.17154,371.751,237.03,0.200261,1,1,16:39.0,16:51.0,12,1,0,0
1,332.606,288.053,-13.2712,391.098,285.969,-25.5165,297.034,286.146,-6.4264,337.746,238.061,5.85531,1,1,00:00.0,00:00.0,0,1,0,0
1,370.571,294.578,-10.4374,423.486,293.71,-30.6074,318.782,299.8,-0.884789,367.449,244,-1.70365,1,1,00:00.0,00:00.0,0,1,0,0
1,366.952,296.752,-10.9126,421.221,295.591,-30.3838,316.644,300.549,-1.86436,365.532,244.233,-0.498904,1,1,00:00.0,00:00.0,0,1,0,0
1,356.779,280.518,-9.01499,407.572,280.814,-29.5925,307.887,286.603,-1.84465,353.439,229.012,-1.20899,1,1,00:00.0,00:00.0,0,1,0,0
1,385.869,301.411,-11.4094,437.924,301.326,-31.15,332.748,310.682,-0.263936,380.62,244.198,-1.54203,1,1,00:00.0,00:00.0,0,1,0,0
1,369.842,296.883,-8.54344,421.896,303.137,-29.8395,320.303,306.142,-1.99285,369.051,242.551,-0.619078,1,1,00:00.0,00:00.0,0,1,0,0
1,322.723,292.43,-7.61284,370.85,293.67,-27.866,277.311,304.516,-1.75745,317.156,243.08,-0.94049,1,1,00:00.0,00:00.0,0,1,0,0
1,378.31,292.742,-8.78895,427.964,303.324,-35.679,326.001,300.064,-0.809791,379.979,239.708,-3.45397,1,1,00:00.0,00:00.0,0,1,0,0
1,377.447,290.67,-12.6415,424.667,288.407,-28.477,326.221,291.226,0.665771,375.699,237.738,-1.89332,1,1,00:00.0,00:00.0,0,1,0,0
1,380.023,290.305,-12.0557,427.888,289.131,-29.4375,329.534,291.645,0.0278933,378.63,236.705,-1.57006,1,1,00:00.0,00:00.0,0,1,0,0
1,387.582,287.697,-11.4644,438.621,289.867,-30.5891,335.426,287.287,-0.517061,389.268,235.169,-1.44425,1,1,00:00.0,00:00.0,0,1,0,0
1,392.662,286.252,-11.7302,440.671,287.114,-29.5268,340.17,285.328,0.846569,392.473,232.53,-2.55776,1,1,00:00.0,00:00.0,0,1,0,0
1,381.277,284.731,-10.4835,432.945,286.391,-30.8523,331.078,287.795,-1.60758,381.577,231.712,-1.08491,1,1,00:00.0,00:00.0,0,1,0,0
1,384.585,286.17,-10.3735,434.244,288.575,-30.1816,333.074,289.423,-0.0449689,383.449,233.474,-2.32072,1,1,00:00.0,00:00.0,0,1,0,0
1,384.731,283.069,-9.05601,435.101,287.179,-30.4338,333.933,288.059,-0.878413,383.689,232.19,-2.25296,1,1,00:00.0,00:00.0,0,1,0,0
1,385.1,285.039,-9.86037,435.575,288.243,-30.4463,334.05,289.166,-0.587128,383.94,232.468,-2.26433,1,1,00:00.0,00:00.0,0,1,0,0
1,385.016,285.726,-9.37217,434.835,289.773,-30.3156,333.73,290.365,-0.461495,383.928,233.616,-2.54802,1,1,00:00.0,00:00.0,0,1,0,0
1,385.213,283.22,-9.50192,435.439,287.289,-30.8373,333.773,288.087,-0.707347,383.989,232.318,-2.34744,1,1,00:00.0,00:00.0,0,1,0,0
1,384.775,282.919,-9.40069,434.472,287.392,-30.4099,334.243,287.696,-0.714199,383.826,231.776,-2.23528,1,1,00:00.0,00:00.0,0,1,0,0
1,387.43,285.265,-9.46043,436.977,289.123,-30.4571,335.429,289.465,-0.196019,386.016,233.456,-2.76184,1,1,00:00.0,00:00.0,0,1,0,0
1,386.526,283.964,-9.29765,435.897,288.486,-30.5197,335.228,288.523,-0.411435,385.23,232.805,-2.57477,1,1,00:00.0,00:00.0,0,1,0,0
1,386.824,283.772,-9.21866,436.29,288.374,-30.8948,334.518,288.781,-0.166458,384.974,232.87,-2.99151,1,1,00:00.0,00:00.0,0,1,0,0
1,383.508,283.277,-8.69088,434.345,287.812,-30.2033,333.628,288.279,-1.30829,383.171,232.443,-1.95183,1,1,00:00.0,00:00.0,0,1,0,0
1,385.662,285.265,-10.9414,434.477,286.911,-30.6998,333.893,288.883,0.22719,383.327,232.76,-2.52631,1,1,00:00.0,00:00.0,0,1,0,0
1,384.118,284.808,-9.01509,434.385,288.972,-30.3,333.748,289.837,-0.907962,382.813,233.383,-2.199,1,1,00:00.0,00:00.0,0,1,0,0
1,385.168,282.584,-9.60121,434.202,286.647,-30.5686,333.731,287.529,-0.139858,383.317,231.775,-2.73553,1,1,00:00.0,00:00.0,0,1,0,0
1,385.471,283.982,-8.91119,435.537,288.788,-30.492,334.815,289.285,-0.7414,384.082,233.311,-2.40232,1,1,00:00.0,00:00.0,0,1,0,0
1,387.043,282.198,-8.97003,436.449,286.47,-30.6224,335.305,287.597,-0.297163,385.001,231.684,-2.95326,1,1,00:00.0,00:00.0,0,1,0,0
1,386.565,284.105,-8.83978,435.946,288.772,-30.6701,335.35,290.201,-0.323896,384.492,233.4,-2.87676,1,1,00:00.0,00:00.0,0,1,0,0
1,385.249,283.825,-8.90436,435.208,288.517,-30.537,334.388,289.613,-0.714383,383.879,233.201,-2.48617,1,1,00:00.0,00:00.0,0,1,0,0
1,386.082,284.264,-9.74555,434.988,287.764,-30.7019,334.373,289.439,0.00254488,383.826,233.203,-2.86896,1,1,00:00.0,00:00.0,0,1,0,0
1,385.005,284.374,-8.58223,435.937,288.842,-30.8808,334.307,290.321,-1.20944,383.738,233.318,-2.29815,1,1,00:00.0,00:00.0,0,1,0,0
1,385.066,284.038,-9.40392,434.69,288.379,-30.6537,334.318,289.968,-0.56627,383.09,233.301,-2.39184,1,1,00:00.0,00:00.0,0,1,0,0
1,383.189,287.707,-10.009,433.92,290.69,-30.7129,332.436,292.528,-0.815221,381.897,235.221,-1.86748,1,1,00:00.0,00:00.0,0,1,0,0
1,381.186,287.017,-10.0383,433.306,289.834,-30.5916,330.943,291.41,-1.34721,380.08,234.935,-1.40425,1,1,00:00.0,00:00.0,0,1,0,0
1,384.422,286.153,-10.0728,434.625,288.077,-30.6564,333.215,291.28,-0.532119,381.854,233.468,-2.19911,1,1,00:00.0,00:00.0,0,1,0,0
1,382.568,287.006,-9.7428,433.04,290.35,-30.4652,332.825,292.215,-1.01531,381.548,234.531,-1.71102,1,1,00:00.0,00:00.0,0,1,0,0
1,383.99,285.183,-10.1169,433.737,288.207,-30.8927,332.942,290.773,-0.433993,381.6,233.531,-2.18689,1,1,00:00.0,00:00.0,0,1,0,0
1,382.94,285.676,-9.45059,433.72,289.028,-30.6206,332.791,291.333,-1.16108,381.471,233.841,-1.82375,1,1,00:00.0,00:00.0,0,1,0,0
1,350.175,288.515,-10.0916,404.853,289.203,-29.1905,309.194,293.929,-5.35756,351.878,236.325,3.30374,1,1,00:00.0,00:00.0,0,1,0,0
1,341.295,285.204,-9.75096,396.088,286.825,-30.2032,302.452,293.465,-7.0759,343.643,233.011,4.46589,1,1,00:00.0,00:00.0,0,1,0,0
1,345.275,283.772,-8.75233,398.401,286.107,-29.7766,306.176,293.862,-6.50083,346.954,232.525,3.67382,1,1,00:00.0,00:00.0,0,1,0,0
1,347.139,285.448,-10.1434,401.032,285.648,-30.7235,307.156,294.039,-6.00196,348.226,232.875,3.47151,1,1,00:00.0,00:00.0,0,1,0,0
1,349.299,284.001,-9.10718,403.041,285.128,-30.3384,309.203,293.546,-6.04731,350.147,232.081,3.18953,1,1,00:00.0,00:00.0,0,1,0,0
1,349.746,286.074,-10.362,403.683,285.701,-30.7161,308.665,293.941,-5.54712,350.368,232.671,3.16064,1,1,00:00.0,00:00.0,0,1,0,0
1,350.78,282.791,-8.81984,403.351,286.937,-31.0353,310.029,294.304,-5.78487,351.991,232.109,2.82425,1,1,00:00.0,00:00.0,0,1,0,0
1,358.062,286.011,-9.82326,410.396,288.029,-31.255,314.089,294.408,-4.35075,358.523,232.64,1.42762,1,1,00:00.0,00:00.0,0,1,0,0
1,359.13,288.744,-10.7425,411.753,291.378,-31.0958,315.596,295.661,-4.30938,360.955,234.122,2.08738,1,1,00:00.0,00:00.0,0,1,0,0
1,363.932,289.964,-11.5828,416.841,290.317,-31.108,318.614,296.109,-3.64341,364.332,235.339,1.74254,1,1,00:00.0,00:00.0,0,1,0,0
1,367.699,292.316,-12.3115,421.906,292.177,-31.4222,319.861,296.08,-2.78873,368.118,237.454,0.885636,1,1,00:00.0,00:00.0,0,1,0,0
1,367.055,292.216,-12.1074,421.377,291.775,-31.0062,320.504,296.604,-3.29554,367.598,237.634,1.46844,1,1,00:00.0,00:00.0,0,1,0,0
1,369.012,292.639,-11.915,423.075,292.83,-30.8321,322.096,296.554,-2.92108,369.617,238.157,1.04429,1,1,00:00.0,00:00.0,0,1,0,0
1,369.581,293.227,-12.2345,422.665,291.629,-30.53,322.49,297.063,-2.65848,369.125,238.222,0.941663,1,1,00:00.0,00:00.0,0,1,0,0
1,369.47,293.674,-12.5376,423.485,291.794,-30.9214,322.788,297.396,-2.91892,368.698,238.347,1.21976,1,1,00:00.0,00:00.0,0,1,0,0
1,370.354,293.041,-11.3959,423.938,292.981,-30.5274,323.274,297.157,-2.65074,369.93,237.848,0.401612,1,1,00:00.0,00:00.0,0,1,0,0
1,370.433,292.941,-12.0174,424.118,292.113,-31.0178,322.999,297.247,-2.66499,369.718,238.352,0.734234,1,1,00:00.0,00:00.0,0,1,0,0
1,370.749,292.646,-11.7179,424.87,291.727,-31.0812,323.357,297.999,-2.75394,369.406,237.875,0.702004,1,1,00:00.0,00:00.0,0,1,0,0
1,370.839,292.841,-11.8451,424.513,292.224,-30.5525,323.538,297.259,-2.41018,369.888,237.783,0.511153,1,1,00:00.0,00:00.0,0,1,0,0
1,371.116,293.073,-12.1479,424.865,292.498,-30.8626,323.405,296.883,-2.30227,370.35,237.761,0.430453,1,1,00:00.0,00:00.0,0,1,0,0
1,354.248,278.386,-7.39658,408.489,280.228,-29.4204,309.714,287.199,-4.74269,353.348,226.188,1.28935,1,1,00:00.0,00:00.0,0,1,0,0
1,381.941,276.953,-7.10868,428.145,281.03,-30.2719,331.49,286.673,-0.546451,378.202,224.599,-3.27035,1,1,00:00.0,00:00.0,0,1,0,0
1,389.513,294.23,-12.9099,440.01,292.119,-32.1064,334.677,294.501,0.0516742,387.178,236.124,-2.25755,1,1,00:00.0,00:00.0,0,1,0,0
1,387.619,299.111,-11.3776,436.925,299.205,-30.7222,333.763,301.071,0.157231,385.537,240.761,-2.57057,1,1,00:00.0,00:00.0,0,1,0,0
1,388.178,297.564,-10.3506,438.77,300.023,-31.2617,334.688,300.69,-0.306881,386.586,240.257,-2.76854,1,1,00:00.0,00:00.0,0,1,0,0
1,389.391,296.968,-10.4318,438.956,299.138,-30.7594,336.446,300.254,0.0955691,386.663,238.588,-2.97497,1,1,00:00.0,00:00.0,0,1,0,0
1,389.638,295.469,-10.0958,438.394,299.568,-31.1417,336.088,299.936,0.313517,386.905,239.183,-3.38497,1,1,00:00.0,00:00.0,0,1,0,0
1,359.162,261.456,-4.75846,408.689,264.505,-22.1592,328.436,265.665,-8.1263,365.493,221.479,4.81763,2,1,00:00.0,00:00.0,0,1,0,0
1,359.162,261.456,-4.75846,408.689,264.505,-22.1592,328.436,265.665,-8.1263,365.493,221.479,4.81763,2,1,00:00.0,00:00.0,0,1,0,0
1,378.103,292.434,-11.694,426.736,294.585,-31.6778,332.66,294.995,-2.42902,379.565,240.831,-0.41684,1,1,00:00.0,00:00.0,0,1,0,0
1,381.339,289.549,-11.0555,429.639,295.386,-30.4855,335.775,292.56,-2.03342,383.714,237.137,-0.315898,1,1,00:00.0,00:00.0,0,1,0,0
1,384.238,287.981,-11.6198,429.337,292.534,-31.7105,334.368,292.859,0.570765,382.702,234.203,-2.52222,1,1,00:00.0,00:00.0,0,1,0,0
1,384.639,286.619,-11.1429,429.489,292.277,-30.3803,336.815,291.133,0.0740726,383.527,233.477,-2.18259,1,1,00:00.0,00:00.0,0,1,0,0
1,372.21,283.572,-10.0545,421.54,289.495,-30.446,328.813,289.225,-2.88034,373.184,230.267,0.511734,1,1,00:00.0,00:00.0,0,1,0,0
1,356.663,286.412,-9.59215,409.403,290.728,-29.4869,318.13,294.454,-5.5968,358.189,234.324,3.25984,1,1,00:00.0,00:00.0,0,1,0,0
1,383.185,277.807,-8.92326,428.813,285.889,-30.7184,335.824,285.739,-0.905989,381.838,227.463,-2.01368,1,1,00:00.0,00:00.0,0,1,0,0
1,381.946,279.272,-9.01072,427.214,287.471,-30.6021,336.471,288.269,-0.951883,380.324,229.579,-1.88747,1,1,00:00.0,00:00.0,0,1,0,0
1,383.581,279.875,-9.49088,428.448,286.901,-30.5695,336.555,287.225,-0.0832125,381.26,228.45,-2.61079,1,1,00:00.0,00:00.0,0,1,0,0
1,383.335,277.899,-8.98284,428.674,286.489,-30.8506,336.859,286.338,-0.656789,381.621,227.93,-2.26218,1,1,00:00.0,00:00.0,0,1,0,0
1,379.158,277.326,-9.69359,426.495,283.373,-30.6639,332.849,284.021,-0.854361,377.535,226.387,-1.70435,1,1,00:00.0,00:00.0,0,1,0,0
1,375.01,283.082,-10.4872,422.3,288.91,-30.6353,330.198,289.505,-1.67637,374.743,230.043,-0.468762,1,1,00:00.0,00:00.0,0,1,0,0
1,357.224,289.523,-11.498,410.96,292.088,-31.0132,317.245,296.368,-5.23109,358.259,235.752,3.30195,1,1,00:00.0,00:00.0,0,1,0,0
1,361.744,284.366,-8.81209,412.551,288.875,-29.6093,320.462,294.655,-4.24663,361.193,231.979,1.64618,1,1,00:00.0,00:00.0,0,1,0,0
1,344.088,280.321,-8.83017,399.252,274.053,-27.6763,308.159,290.441,-6.74034,337.663,224.996,4.20519,1,1,00:00.0,00:00.0,0,1,0,0
1,392.845,277.881,-8.6708,437.604,286.039,-28.0165,345.88,284.48,0.0186337,392.348,227.713,-2.44841,1,1,00:00.0,00:00.0,0,1,0,0
1,368.156,288.41,-11.7361,417.526,292.445,-30.8481,325.84,294.584,-3.07168,368.974,235.835,1.62844,1,1,00:00.0,00:00.0,0,1,0,0
1,361.015,292.752,-12.0057,413.268,294.911,-30.449,320.801,296.972,-4.2768,362.537,239.391,2.82416,1,1,00:00.0,00:00.0,0,1,0,0
1,361.835,294.64,-12.4755,413.366,296.608,-31.1916,320.596,299.678,-4.12894,362.964,241.314,2.63249,1,1,00:00.0,00:00.0,0,1,0,0
1,362.041,292.29,-10.9115,413.482,295.599,-30.5468,321.083,298.898,-4.23487,362.754,239.683,2.23988,1,1,00:00.0,00:00.0,0,1,0,0
1,360.843,291.549,-10.9231,411.46,294.416,-29.7281,321.115,297.744,-4.2342,361.505,238.459,2.39429,1,1,00:00.0,00:00.0,0,1,0,0
1,365.408,288.527,-10.0036,414.252,293.702,-30.3434,323.73,296.533,-3.35909,365.648,237.029,1.00752,1,1,00:00.0,00:00.0,0,1,0,0
1,368.421,288.541,-10.9491,416.964,292.338,-30.2285,325.856,294.161,-2.60917,368.619,234.398,0.698889,1,1,00:00.0,00:00.0,0,1,0,0
1,374.884,284.789,-10.3653,420.92,291.564,-30.4279,331.223,292.135,-1.58483,374.466,234.411,-0.591003,1,1,00:00.0,00:00.0,0,1,0,0
1,367.442,287.164,-10.3943,416.853,291.836,-30.8515,325.421,294.209,-3.34827,367.701,234.724,1.05605,1,1,00:00.0,00:00.0,0,1,0,0
1,367.88,285.756,-9.53231,416.776,292.227,-30.4833,325.488,293.767,-3.18396,368.507,234.236,0.611807,1,1,00:00.0,00:00.0,0,1,0,0
1,374.454,282.792,-9.79712,421.945,288.789,-30.2892,329.715,289.39,-1.69392,374.034,230.745,-0.748697,1,1,00:00.0,00:00.0,0,1,0,0
1,371.333,281.817,-9.41032,419.429,288.738,-30.4425,329.377,290.842,-2.99749,371.333,231.388,0.455325,1,1,00:00.0,00:00.0,0,1,0,0
1,373.68,281.856,-9.98101,421.04,287.832,-30.5464,330.655,289.419,-2.25906,373.397,229.946,-0.0194217,1,1,00:00.0,00:00.0,0,1,0,0
1,368.922,282.446,-9.02413,417.718,289.289,-30.7215,326.43,290.353,-3.33278,369.424,230.669,0.425285,1,1,00:00.0,00:00.0,0,1,0,0
1,368.41,282.237,-9.48389,417.104,289.644,-30.7138,326.305,290.415,-3.28475,369.332,231.45,0.700224,1,1,00:00.0,00:00.0,0,1,0,0
1,367.999,282.375,-9.55574,417.14,288.927,-30.9024,325.469,290.642,-3.2046,368.532,231.23,0.617999,1,1,00:00.0,00:00.0,0,1,0,0
1,370.317,282.924,-10.2076,418.069,289.249,-30.4443,327.452,290.227,-2.49089,370.79,231.609,0.351696,1,1,00:00.0,00:00.0,0,1,0,0
1,371.001,281.691,-9.74297,418.014,288.902,-30.3358,328.526,289.38,-2.43356,371.544,230.99,0.117288,1,1,00:00.0,00:00.0,0,1,0,0
1,370.938,280.999,-9.64947,418.428,288.072,-30.7172,328.378,289.301,-2.70171,371.349,230.412,0.294397,1,1,00:00.0,00:00.0,0,1,0,0
1,369.369,281.651,-8.94311,417.598,289.393,-30.7088,327.066,290.181,-3.19165,370.156,231.221,0.341073,1,1,00:00.0,00:00.0,0,1,0,0
1,369.982,281.507,-9.2341,418.013,288.882,-30.7542,327.683,290.45,-3.0961,370.562,231.258,0.442948,1,1,00:00.0,00:00.0,0,1,0,0
1,366.795,283.372,-9.58552,415.929,289.625,-30.7714,324.981,291.2,-3.45586,367.416,232.162,0.891001,1,1,00:00.0,00:00.0,0,1,0,0
1,364.458,285.096,-11.0621,416.553,288.881,-31.7164,322.018,290.845,-4.34768,365.883,231.446,1.80008,1,1,00:00.0,00:00.0,0,1,0,0
1,366.748,284.319,-9.85093,417.348,289.372,-30.3037,324.139,291.263,-3.55751,367.594,232.174,1.16076,1,1,00:00.0,00:00.0,0,1,0,0
1,367.476,286.555,-10.6052,417.887,291.006,-31.0872,324.988,293.672,-3.41915,367.911,233.958,1.16856,1,1,00:00.0,00:00.0,0,1,0,0
1,367.774,285.527,-9.81537,416.452,291.598,-30.6111,325.077,292.952,-3.03947,368.428,233.694,0.590871,1,1,00:00.0,00:00.0,0,1,0,0
1,368.903,285.09,-10.5312,417.566,289.937,-30.7161,326.275,292.445,-3.00869,369.063,232.747,0.754824,1,1,00:00.0,00:00.0,0,1,0,0
1,365.969,286.94,-10.267,415.388,292.208,-30.7907,323.606,293.783,-3.21154,366.628,235.043,1.00629,1,1,00:00.0,00:00.0,0,1,0,0
1,366.918,285.817,-9.98857,416.027,290.831,-30.4344,324.817,293.793,-3.21896,366.9,233.977,0.928047,1,1,00:00.0,00:00.0,0,1,0,0
1,368.097,284.242,-9.64461,416.229,290.799,-30.6363,326.145,292.976,-3.04843,368.185,234.179,0.594211,1,1,00:00.0,00:00.0,0,1,0,0
1,368.733,284.848,-10.0908,416.502,290.627,-30.7116,326.517,293.294,-2.73702,368.257,234.52,0.501157,1,1,00:00.0,00:00.0,0,1,0,0
1,368.082,284.716,-9.92045,416.066,290.653,-30.7783,325.836,293.155,-2.76749,367.59,234.397,0.375324,1,1,00:00.0,00:00.0,0,1,0,0
1,368.138,285.24,-9.9836,415.757,290.975,-30.3921,326.077,293.333,-2.60748,367.644,234.747,0.353775,1,1,00:00.0,00:00.0,0,1,0,0
1,368.846,284.923,-10.5288,416.515,289.503,-30.4803,326.505,292.787,-2.42353,367.86,233.808,0.412885,1,1,00:00.0,00:00.0,0,1,0,0
1,367.521,285.102,-10.5068,416.575,289.901,-30.834,324.928,291.895,-2.94691,367.842,233.596,0.705382,1,1,00:00.0,00:00.0,0,1,0,0
1,366.906,284.73,-9.4869,415.568,291.31,-30.8728,324.98,293.178,-3.41371,367.354,233.794,0.752365,1,1,00:00.0,00:00.0,0,1,0,0
1,366.545,284.829,-9.01307,415.294,291.994,-30.5478,324.406,293.514,-3.42192,367.05,233.88,0.669221,1,1,00:00.0,00:00.0,0,1,0,0
1,365.456,285.001,-9.454,414.481,290.692,-30.4182,323.412,293.255,-3.40638,365.648,233.351,0.88725,1,1,00:00.0,00:00.0,0,1,0,0
1,366.173,284.329,-9.1076,414.558,290.677,-30.4574,324.257,293.604,-3.17966,365.875,233.73,0.503183,1,1,00:00.0,00:00.0,0,1,0,0
1,365.34,285.283,-9.09388,413.874,290.934,-30.3512,323.706,294.386,-3.32552,364.913,234.268,0.649253,1,1,00:00.0,00:00.0,0,1,0,0
1,365.711,285.677,-9.69293,414.015,291.133,-30.5982,323.813,294.47,-3.07551,365.161,233.828,0.561726,1,1,00:00.0,00:00.0,0,1,0,0
1,368.027,283.595,-9.70359,415.668,289.093,-30.4462,325.207,292.223,-2.402,366.808,231.646,-0.0453131,1,1,00:00.0,00:00.0,0,1,0,0
1,368.805,283.7,-9.89748,416.15,290.003,-30.5105,325.884,291.867,-2.16595,368.414,231.833,-0.190451,1,1,00:00.0,00:00.0,0,1,0,0
1,368.757,283.98,-9.7542,416.421,289.964,-30.4868,326.371,292.862,-2.52512,368.244,232.805,0.1921,1,1,00:00.0,00:00.0,0,1,0,0
1,369.927,283.548,-9.87354,417.02,289.221,-30.4793,327.255,292.112,-2.28835,369.251,232.216,-0.0204647,1,1,00:00.0,00:00.0,0,1,0,0
1,369.749,283.296,-9.99306,417.173,289.485,-30.7117,327.111,291.603,-2.39518,369.378,232.392,0.137778,1,1,00:00.0,00:00.0,0,1,0,0
1,369.573,283.074,-9.05763,416.85,289.392,-30.2202,327.732,292.365,-2.84401,369.01,232.248,0.131822,1,1,00:00.0,00:00.0,0,1,0,0
1,368.973,283.804,-9.39241,416.577,290.002,-30.6136,326.768,292.641,-2.74116,368.587,232.435,0.161543,1,1,00:00.0,00:00.0,0,1,0,0
1,369.473,283.501,-9.78647,417.09,289.022,-30.5639,326.738,292.166,-2.43566,368.563,232.037,0.100397,1,1,00:00.0,00:00.0,0,1,0,0
1,369.853,282.927,-9.37584,416.727,289.706,-30.3918,327.156,291.452,-2.26932,369.348,231.491,-0.24915,1,1,00:00.0,00:00.0,0,1,0,0
